Flow,o,d,pro_border,hu_border,Distance,o_pop,o_gdp,O_expenditure,O_science,O_education,d_pop,d_gdp,D_expenditure,D_science,D_education,o_aqi,o_pm25,d_aqi,d_pm25,o_indus,d_indus,Var4,province
942.0,七台河市,西安市,1,0,2214.21,79,2300000.0,882841.0,3204,78284.0,906,75000000.0,10000000.0,452846,1300000.0,62.2401,29.4463,103.362,60.6695,41.54,35.15,24,Heilongjiang
1295.0,七台河市,郑州市,1,0,1872.07,79,2300000.0,882841.0,3204,78284.0,842,92000000.0,15000000.0,339602,1800000.0,62.2401,29.4463,106.785,64.0283,41.54,39.33,9,Heilongjiang
1848.0,七台河市,重庆市,1,0,2593.98,79,2300000.0,882841.0,3204,78284.0,3390,200000000.0,43000000.0,593077,6300000.0,62.2401,29.4463,61.4831,36.7401,41.54,44.0844,30,Heilongjiang
466.0,七台河市,银川市,1,1,2113.16,79,2300000.0,882841.0,3204,78284.0,189,18000000.0,3400000.0,82161,360501.0,62.2401,29.4463,80.209,37.7034,41.54,35.85,4,Heilongjiang
29263.0,七台河市,长春市,1,0,439.458,79,2300000.0,882841.0,3204,78284.0,749,65000000.0,8800000.0,136176,1200000.0,62.2401,29.4463,60.6497,32.3559,41.54,53.35,3337,Heilongjiang
32973.0,七台河市,长沙市,1,0,2448.53,79,2300000.0,882841.0,3204,78284.0,709,100000000.0,12000000.0,293220,1800000.0,62.2401,29.4463,72.1497,44.8588,41.54,35.39,1212,Heilongjiang
30361.0,七台河市,青岛市,1,0,1335.63,79,2300000.0,882841.0,3204,78284.0,803,110000000.0,14000000.0,385919,2500000.0,62.2401,29.4463,67.6921,33.0565,41.54,40.03,1812,Heilongjiang
255137.0,七台河市,鸡西市,0,0,104.429,79,2300000.0,882841.0,3204,78284.0,175,5200000.0,1800000.0,6681,183153.0,62.2401,29.4463,52.9915,29.8107,41.54,45.33,11196,Heilongjiang
16865.0,七台河市,鹤岗市,0,0,188.376,79,2300000.0,882841.0,3204,78284.0,101,2800000.0,1100000.0,2427,134557.0,62.2401,29.4463,50.726,23.291,41.54,50.89,689,Heilongjiang
4063.0,七台河市,齐齐哈尔市,0,1,507.456,79,2300000.0,882841.0,3204,78284.0,534,13000000.0,4600000.0,9390,658345.0,62.2401,29.4463,54.3701,26.6243,41.54,28.65,154,Heilongjiang
113.0,三亚市,七台河市,1,0,3632.74,59,5300000.0,1300000.0,27590,200353.0,79,2300000.0,882841.0,3204,78284.0,33.4492,14.1384,62.2401,29.4463,7.0,41.54,26,Hainan
114.0,三亚市,三门峡市,1,0,1818.93,59,5300000.0,1300000.0,27590,200353.0,228,14000000.0,2100000.0,28723,424189.0,33.4492,14.1384,98.7797,56.6864,7.0,45.02,14,Hainan
1600000.0,三亚市,上海市,1,0,1926.3,59,5300000.0,1300000.0,27590,200353.0,1455,310000000.0,75000000.0,3900000,8700000.0,33.4492,14.1384,62.9887,35.6328,7.0,30.46,94892,Hainan
362.0,三亚市,上饶市,1,0,1466.62,59,5300000.0,1300000.0,27590,200353.0,783,21000000.0,5500000.0,59322,1000000.0,33.4492,14.1384,57.3814,33.6893,7.0,41.95,34,Hainan
1080.0,三亚市,临汾市,1,1,2023.09,59,5300000.0,1300000.0,27590,200353.0,433,13000000.0,3300000.0,17935,516267.0,33.4492,14.1384,106.554,71.9887,7.0,7.0,125,Hainan
98.0,三亚市,丹东市,1,0,2867.34,59,5300000.0,1300000.0,27590,200353.0,235,7900000.0,2000000.0,9276,290763.0,33.4492,14.1384,52.887,28.839,7.0,31.58,27,Hainan
180.0,三亚市,乌兰察布市,1,1,2617.13,59,5300000.0,1300000.0,27590,200353.0,272,7200000.0,3200000.0,7579,387189.0,33.4492,14.1384,58.25,20.1667,7.0,37.7,19,Hainan
1743.0,三亚市,乐山市,1,0,1388.36,59,5300000.0,1300000.0,27590,200353.0,352,15000000.0,2800000.0,19528,421791.0,33.4492,14.1384,61.3475,39.0339,7.0,51.52,97,Hainan
469.0,三亚市,九江市,1,0,1407.44,59,5300000.0,1300000.0,27590,200353.0,520,24000000.0,5300000.0,75892,908971.0,33.4492,14.1384,67.3475,38.7119,7.0,41.66,13,Hainan
352.0,三亚市,亳州市,1,0,1843.6,59,5300000.0,1300000.0,27590,200353.0,651,11000000.0,3300000.0,53655,585197.0,33.4492,14.1384,92.7345,56.5226,7.0,18.25,8,Hainan
4644.0,三亚市,保定市,1,1,2382.51,59,5300000.0,1300000.0,27590,200353.0,1199,34000000.0,6600000.0,44738,1400000.0,33.4492,14.1384,105.446,65.774,7.0,49.05,594,Hainan
550.0,三亚市,信阳市,1,0,1659.8,59,5300000.0,1300000.0,27590,200353.0,911,22000000.0,4500000.0,22204,1000000.0,33.4492,14.1384,86.9124,52.3305,7.0,44.66,11,Hainan
610.0,三亚市,内江市,1,0,1375.6,59,5300000.0,1300000.0,27590,200353.0,415,13000000.0,2200000.0,16910,395664.0,33.4492,14.1384,62.4548,36.3644,7.0,44.3,10,Hainan
1700000.0,三亚市,北京市,1,0,2532.45,59,5300000.0,1300000.0,27590,200353.0,1359,280000000.0,68000000.0,3600000,9600000.0,33.4492,14.1384,85.4887,49.5311,7.0,19.01,144613,Hainan
8774.0,三亚市,南充市,1,0,1501.37,59,5300000.0,1300000.0,27590,200353.0,733,18000000.0,4600000.0,14205,813787.0,33.4492,14.1384,67.9972,44.3164,7.0,43.99,66,Hainan
8749.0,三亚市,南通市,1,0,1975.59,59,5300000.0,1300000.0,27590,200353.0,764,77000000.0,8100000.0,272407,1500000.0,33.4492,14.1384,68.6554,41.0198,7.0,45.6,20,Hainan
114.0,三亚市,双鸭山市,1,0,3782.35,59,5300000.0,1300000.0,27590,200353.0,94,4600000.0,1500000.0,1007,149681.0,33.4492,14.1384,50.5113,26.1073,7.0,28.57,25,Hainan
21378.0,三亚市,咸阳市,1,1,1859.94,59,5300000.0,1300000.0,27590,200353.0,468,23000000.0,3500000.0,29145,656749.0,33.4492,14.1384,111.155,65.6638,7.0,71.34,2266,Hainan
16217.0,三亚市,哈尔滨市,1,0,3471.88,59,5300000.0,1300000.0,27590,200353.0,955,63000000.0,9600000.0,87425,1200000.0,33.4492,14.1384,66.4548,37.7175,7.0,29.93,5459,Hainan
3494.0,三亚市,唐山市,1,0,2540.99,59,5300000.0,1300000.0,27590,200353.0,755,65000000.0,6600000.0,71110,1300000.0,33.4492,14.1384,96.6271,59.6384,7.0,62.1,529,Hainan
742.0,三亚市,商丘市,1,0,1911.95,59,5300000.0,1300000.0,27590,200353.0,987,22000000.0,4600000.0,54374,853929.0,33.4492,14.1384,100.054,61.1412,7.0,43.97,79,Hainan
470.0,三亚市,商洛市,1,0,1733.75,59,5300000.0,1300000.0,27590,200353.0,253,7600000.0,2100000.0,7257,381520.0,33.4492,14.1384,64.7119,35.1638,7.0,43.3,10,Hainan
1013.0,三亚市,嘉兴市,1,0,1832.78,59,5300000.0,1300000.0,27590,200353.0,356,44000000.0,4900000.0,202514,1000000.0,33.4492,14.1384,66.2062,38.3051,7.0,46.2,139,Hainan
2230.0,三亚市,大庆市,1,1,3400.48,59,5300000.0,1300000.0,27590,200353.0,273,27000000.0,2900000.0,4971,439536.0,33.4492,14.1384,51.2232,26.6243,7.0,62.09,257,Hainan
124274.0,三亚市,天津市,1,0,2467.31,59,5300000.0,1300000.0,27590,200353.0,1050,190000000.0,33000000.0,1200000,4400000.0,33.4492,14.1384,83.1412,49.3475,7.0,40.94,605,Hainan
1794.0,三亚市,娄底市,1,0,1104.71,59,5300000.0,1300000.0,27590,200353.0,454,14000000.0,2800000.0,11932,493858.0,33.4492,14.1384,58.3277,30.3023,7.0,52.31,15,Hainan
1501.0,三亚市,孝感市,1,0,1527.19,59,5300000.0,1300000.0,27590,200353.0,519,17000000.0,3600000.0,105530,597025.0,33.4492,14.1384,74.6525,42.9322,7.0,46.23,39,Hainan
245.0,三亚市,安庆市,1,0,1577.68,59,5300000.0,1300000.0,27590,200353.0,531,17000000.0,3700000.0,95817,714367.0,33.4492,14.1384,71.5678,43.7316,7.0,43.69,27,Hainan
851.0,三亚市,安阳市,1,0,2036.5,59,5300000.0,1300000.0,27590,200353.0,624,22000000.0,3200000.0,43210,695155.0,33.4492,14.1384,114.124,72.3559,7.0,45.1,97,Hainan
3904.0,三亚市,宜宾市,1,0,1277.35,59,5300000.0,1300000.0,27590,200353.0,555,18000000.0,3700000.0,29251,728467.0,33.4492,14.1384,75.2571,49.6384,7.0,51.06,45,Hainan
1968.0,三亚市,宜昌市,1,0,1425.67,59,5300000.0,1300000.0,27590,200353.0,392,39000000.0,4900000.0,143600,695194.0,33.4492,14.1384,78.726,51.1441,7.0,55.96,181,Hainan
3032.0,三亚市,宜春市,1,0,1285.66,59,5300000.0,1300000.0,27590,200353.0,602,20000000.0,4800000.0,164296,906585.0,33.4492,14.1384,64.6149,41.5203,7.0,37.67,70,Hainan
303.0,三亚市,宝鸡市,1,1,1826.66,59,5300000.0,1300000.0,27590,200353.0,381,22000000.0,3000000.0,42777,598546.0,33.4492,14.1384,86.6045,50.0847,7.0,66.26,13,Hainan
3562.0,三亚市,岳阳市,1,0,1292.77,59,5300000.0,1300000.0,27590,200353.0,567,31000000.0,4900000.0,54559,650021.0,33.4492,14.1384,70.0085,42.6808,7.0,38.93,28,Hainan
3600.0,三亚市,常州市,1,0,1843.38,59,5300000.0,1300000.0,27590,200353.0,379,66000000.0,5500000.0,250894,978778.0,33.4492,14.1384,66.2119,44.0791,7.0,46.36,37,Hainan
1620.0,三亚市,常德市,1,0,1273.32,59,5300000.0,1300000.0,27590,200353.0,606,31000000.0,4900000.0,54747,685855.0,33.4492,14.1384,66.0452,40.8616,7.0,47.57,15,Hainan
510.0,三亚市,平顶山市,1,0,1786.97,59,5300000.0,1300000.0,27590,200353.0,567,20000000.0,3200000.0,37436,607902.0,33.4492,14.1384,102.023,64.2599,7.0,51.9,31,Hainan
388.0,三亚市,广元市,1,1,1624.9,59,5300000.0,1300000.0,27590,200353.0,303,7300000.0,2500000.0,9827,411449.0,33.4492,14.1384,54.5734,25.7401,7.0,51.34,9,Hainan
382.0,三亚市,广安市,1,0,1408.53,59,5300000.0,1300000.0,27590,200353.0,465,12000000.0,2600000.0,6111,589075.0,33.4492,14.1384,63.1469,37.0085,7.0,44.92,51,Hainan
80575.0,三亚市,广州市,1,0,735.248,59,5300000.0,1300000.0,27590,200353.0,898,220000000.0,22000000.0,1700000,4000000.0,33.4492,14.1384,56.4887,33.387,7.0,27.97,4377,Hainan
6871.0,三亚市,廊坊市,1,0,2444.03,59,5300000.0,1300000.0,27590,200353.0,474,29000000.0,5800000.0,66840,969083.0,33.4492,14.1384,87.226,50.9718,7.0,38.63,839,Hainan
125.0,三亚市,延安市,1,1,2036.44,59,5300000.0,1300000.0,27590,200353.0,238,13000000.0,3500000.0,21197,532299.0,33.4492,14.1384,73.404,35.3559,7.0,43.17,5,Hainan
364.0,三亚市,开封市,1,0,1908.82,59,5300000.0,1300000.0,27590,200353.0,559,19000000.0,3300000.0,33187,567787.0,33.4492,14.1384,107.845,64.6751,7.0,34.99,40,Hainan
835.0,三亚市,张家口市,1,1,2570.74,59,5300000.0,1300000.0,27590,200353.0,465,14000000.0,4700000.0,20821,799876.0,33.4492,14.1384,74.1695,30.9322,7.0,38.92,47,Hainan
453.0,三亚市,徐州市,1,0,1987.24,59,5300000.0,1300000.0,27590,200353.0,1039,66000000.0,8300000.0,215540,1700000.0,33.4492,14.1384,101.548,65.2938,7.0,43.2,27,Hainan
484.0,三亚市,德州市,1,0,2241.43,59,5300000.0,1300000.0,27590,200353.0,595,31000000.0,3600000.0,51520,684171.0,33.4492,14.1384,97.8559,54.4124,7.0,49.7,21,Hainan
5503.0,三亚市,德阳市,1,1,1545.66,59,5300000.0,1300000.0,27590,200353.0,388,20000000.0,2400000.0,21105,362272.0,33.4492,14.1384,72.4407,41.4576,7.0,49.48,166,Hainan
306.0,三亚市,忻州市,1,1,2318.9,59,5300000.0,1300000.0,27590,200353.0,308,8700000.0,2900000.0,18721,471097.0,33.4492,14.1384,89.9604,51.6921,7.0,31.45,103,Hainan
3463.0,三亚市,怀化市,1,0,1060.68,59,5300000.0,1300000.0,27590,200353.0,522,14000000.0,4100000.0,43841,699040.0,33.4492,14.1384,62.0791,33.1384,7.0,19.88,83,Hainan
1000000.0,三亚市,成都市,1,1,1515.83,59,5300000.0,1300000.0,27590,200353.0,1435,140000000.0,18000000.0,532565,2500000.0,33.4492,14.1384,73.9153,46.9237,7.0,43.92,74251,Hainan
823.0,三亚市,承德市,1,1,2680.56,59,5300000.0,1300000.0,27590,200353.0,380,15000000.0,3400000.0,21410,663827.0,33.4492,14.1384,70.3164,31.2062,7.0,45.97,33,Hainan
364.0,三亚市,抚州市,1,0,1292.02,59,5300000.0,1300000.0,27590,200353.0,431,14000000.0,3600000.0,78134,622552.0,33.4492,14.1384,57.9915,35.452,7.0,46.5,10,Hainan
213.0,三亚市,抚顺市,1,0,2992.38,59,5300000.0,1300000.0,27590,200353.0,211,9500000.0,1800000.0,2514,198551.0,33.4492,14.1384,73.2034,42.0198,7.0,57.98,22,Hainan
128.0,三亚市,攀枝花市,1,0,1275.81,59,5300000.0,1300000.0,27590,200353.0,109,11000000.0,1400000.0,13573,249453.0,33.4492,14.1384,57.0989,33.0141,7.0,65.1,8,Hainan
1059.0,三亚市,新乡市,1,0,1966.06,59,5300000.0,1300000.0,27590,200353.0,647,24000000.0,3700000.0,84934,696476.0,33.4492,14.1384,100.24,60.4972,7.0,42.89,94,Hainan
450.0,三亚市,新余市,1,0,1234.95,59,5300000.0,1300000.0,27590,200353.0,122,11000000.0,1600000.0,25604,212330.0,33.4492,14.1384,61.0932,37.3136,7.0,52.82,11,Hainan
129374.0,三亚市,无锡市,1,0,1861.2,59,5300000.0,1300000.0,27590,200353.0,493,110000000.0,9900000.0,422110,1500000.0,33.4492,14.1384,72.3559,42.1977,7.0,41.33,131,Hainan
469.0,三亚市,晋城市,1,0,1974.53,59,5300000.0,1300000.0,27590,200353.0,221,12000000.0,1800000.0,13307,337864.0,33.4492,14.1384,102.266,58.8023,7.0,30.34,35,Hainan
77.0,三亚市,朔州市,1,1,2399.97,59,5300000.0,1300000.0,27590,200353.0,164,9800000.0,1400000.0,8127,233470.0,33.4492,14.1384,91.565,42.4153,7.0,37.42,11,Hainan
109.0,三亚市,朝阳市,1,0,2774.03,59,5300000.0,1300000.0,27590,200353.0,336,7600000.0,2300000.0,3797,375108.0,33.4492,14.1384,74.7062,38.3814,7.0,30.65,8,Hainan
399.0,三亚市,本溪市,1,0,2935.4,59,5300000.0,1300000.0,27590,200353.0,148,7800000.0,1400000.0,4933,190208.0,33.4492,14.1384,60.7288,32.904,7.0,47.92,12,Hainan
341.0,三亚市,来宾市,1,0,639.88,59,5300000.0,1300000.0,27590,200353.0,268,6600000.0,1800000.0,2532,311471.0,33.4492,14.1384,62.2514,38.9802,7.0,34.75,5,Hainan
208843.0,三亚市,杭州市,1,0,1688.28,59,5300000.0,1300000.0,27590,200353.0,754,130000000.0,15000000.0,923236,2800000.0,33.4492,14.1384,64.3814,37.3701,7.0,33.6,5794,Hainan
206.0,三亚市,松原市,1,0,3250.26,59,5300000.0,1300000.0,27590,200353.0,275,14000000.0,2700000.0,2619,367008.0,33.4492,14.1384,61.6215,27.4379,7.0,43.61,20,Hainan
292.0,三亚市,枣庄市,1,0,2036.63,59,5300000.0,1300000.0,27590,200353.0,418,23000000.0,2500000.0,21150,508597.0,33.4492,14.1384,98.9209,58.0537,7.0,53.27,38,Hainan
270.0,三亚市,榆林市,1,1,2209.55,59,5300000.0,1300000.0,27590,200353.0,385,34000000.0,5600000.0,60697,1000000.0,33.4492,14.1384,77.3588,34.6554,7.0,58.87,69,Hainan
294346.0,三亚市,武汉市,1,0,1491.71,59,5300000.0,1300000.0,27590,200353.0,854,130000000.0,17000000.0,1100000,2700000.0,33.4492,14.1384,77.3192,46.7599,7.0,43.71,9869,Hainan
125.0,三亚市,池州市,1,0,1595.53,59,5300000.0,1300000.0,27590,200353.0,162,6200000.0,1400000.0,12792,199971.0,33.4492,14.1384,70.5028,44.3107,7.0,49.57,5,Hainan
2064.0,三亚市,沧州市,1,0,2347.85,59,5300000.0,1300000.0,27590,200353.0,778,36000000.0,5500000.0,46063,1200000.0,33.4492,14.1384,95.2994,57.952,7.0,50.01,214,Hainan
284.0,三亚市,泰安市,1,0,2129.57,59,5300000.0,1300000.0,27590,200353.0,571,36000000.0,3600000.0,41736,690131.0,33.4492,14.1384,90.8107,51.4859,7.0,42.7,7,Hainan
1615.0,三亚市,泰州市,1,0,1949.2,59,5300000.0,1300000.0,27590,200353.0,505,47000000.0,4800000.0,132911,765702.0,33.4492,14.1384,77.8333,47.9096,7.0,50.51,13,Hainan
513.0,三亚市,泸州市,1,0,1224.27,59,5300000.0,1300000.0,27590,200353.0,510,16000000.0,3700000.0,31324,693513.0,33.4492,14.1384,65.9184,39.7415,7.0,57.72,19,Hainan
478.0,三亚市,洛阳市,1,0,1822.73,59,5300000.0,1300000.0,27590,200353.0,737,43000000.0,5500000.0,135537,986725.0,33.4492,14.1384,99.565,59.7599,7.0,37.74,25,Hainan
4261.0,三亚市,济南市,1,0,2199.28,59,5300000.0,1300000.0,27590,200353.0,644,72000000.0,8300000.0,128982,1400000.0,33.4492,14.1384,97.5678,52.6412,7.0,33.83,577,Hainan
3300000.0,三亚市,海口市,0,0,208.896,59,5300000.0,1300000.0,27590,200353.0,171,14000000.0,2000000.0,10528,315243.0,33.4492,14.1384,36.3051,16.5056,7.0,18.14,188686,Hainan
766.0,三亚市,淄博市,1,0,2227.16,59,5300000.0,1300000.0,27590,200353.0,433,48000000.0,4500000.0,97567,966525.0,33.4492,14.1384,95.9746,55.9774,7.0,51.99,170,Hainan
273.0,三亚市,淮北市,1,0,1894.52,59,5300000.0,1300000.0,27590,200353.0,217,9200000.0,1500000.0,15863,252501.0,33.4492,14.1384,92.9802,57.4915,7.0,58.86,11,Hainan
561.0,三亚市,淮南市,1,0,1773.03,59,5300000.0,1300000.0,27590,200353.0,390,11000000.0,2300000.0,35440,446697.0,33.4492,14.1384,86.4943,54.3503,7.0,45.17,34,Hainan
42817.0,三亚市,深圳市,1,0,722.099,59,5300000.0,1300000.0,27590,200353.0,435,220000000.0,46000000.0,3500000,5100000.0,33.4492,14.1384,46.1356,26.8757,7.0,41.44,1238,Hainan
528.0,三亚市,渭南市,1,1,1875.44,59,5300000.0,1300000.0,27590,200353.0,556,17000000.0,4100000.0,28062,783674.0,33.4492,14.1384,104.633,57.1299,7.0,46.02,29,Hainan
1280.0,三亚市,湖州市,1,0,1783.4,59,5300000.0,1300000.0,27590,200353.0,266,25000000.0,3300000.0,112968,636727.0,33.4492,14.1384,77.7627,55.6412,7.0,4.0,58,Hainan
52519.0,三亚市,湛江市,1,0,329.678,59,5300000.0,1300000.0,27590,200353.0,839,28000000.0,4400000.0,38479,968904.0,33.4492,14.1384,47.7627,24.8362,7.0,45.27,22748,Hainan
953.0,三亚市,滨州市,1,0,2310.47,59,5300000.0,1300000.0,27590,200353.0,394,26000000.0,3300000.0,96054,604237.0,33.4492,14.1384,94.2966,55.5508,7.0,44.14,37,Hainan
426.0,三亚市,漯河市,1,0,1792.92,59,5300000.0,1300000.0,27590,200353.0,267,12000000.0,1800000.0,13233,272150.0,33.4492,14.1384,101.938,61.339,7.0,61.45,23,Hainan
439.0,三亚市,濮阳市,1,0,2053.97,59,5300000.0,1300000.0,27590,200353.0,432,16000000.0,2600000.0,23553,541287.0,33.4492,14.1384,102.893,63.1977,7.0,45.47,24,Hainan
762.0,三亚市,焦作市,1,0,1929.26,59,5300000.0,1300000.0,27590,200353.0,371,23000000.0,2400000.0,35776,411955.0,33.4492,14.1384,101.164,63.613,7.0,42.5,55,Hainan
2670.0,三亚市,益阳市,1,0,1203.43,59,5300000.0,1300000.0,27590,200353.0,479,16000000.0,3300000.0,25538,552898.0,33.4492,14.1384,62.7938,33.1695,7.0,47.4,21,Hainan
280.0,三亚市,盘锦市,1,0,2807.08,59,5300000.0,1300000.0,27590,200353.0,130,11000000.0,1800000.0,9144,188687.0,33.4492,14.1384,68.9548,36.0932,7.0,47.38,41,Hainan
2120.0,三亚市,眉山市,1,0,1450.33,59,5300000.0,1300000.0,27590,200353.0,345,12000000.0,2300000.0,11483,408084.0,33.4492,14.1384,65.2684,35.9887,7.0,47.15,71,Hainan
18514.0,三亚市,石家庄市,1,1,2273.64,59,5300000.0,1300000.0,27590,200353.0,973,62000000.0,8100000.0,100610,1700000.0,33.4492,14.1384,109.048,69.0819,7.0,38.88,1967,Hainan
197.0,三亚市,秦皇岛市,1,0,2606.93,59,5300000.0,1300000.0,27590,200353.0,298,15000000.0,2600000.0,30410,508832.0,33.4492,14.1384,71.2542,37.4774,7.0,35.33,13,Hainan
994.0,三亚市,绍兴市,1,0,1753.99,59,5300000.0,1300000.0,27590,200353.0,446,51000000.0,4700000.0,260669,995509.0,33.4492,14.1384,80.8164,38.2542,7.0,47.84,107,Hainan
164.0,三亚市,绥化市,1,0,3525.77,59,5300000.0,1300000.0,27590,200353.0,528,13000000.0,4200000.0,5379,617029.0,33.4492,14.1384,57.4407,34.7542,7.0,25.77,35,Hainan
