Flow,o,d,pro_border,hu_border,Distance,o_pop,o_gdp,O_expenditure,O_science,O_education,d_pop,d_gdp,D_expenditure,D_science,D_education,o_aqi,o_pm25,d_aqi,d_pm25,o_indus,d_indus,Var4,province
639126.0,哈尔滨市,鹤岗市,0,0,299.172,955,63000000.0,9600000.0,87425,1200000.0,101,2800000.0,1100000.0,2427,134557.0,66.4548,37.7175,50.726,23.291,29.93,50.89,22142,Heilongjiang
528.0,哈尔滨市,鹰潭市,1,0,2108.14,955,63000000.0,9600000.0,87425,1200000.0,128,8000000.0,1300000.0,52310,192836.0,66.4548,37.7175,57.1864,33.5339,29.93,44.98,9,Heilongjiang
256.0,哈尔滨市,黄冈市,1,0,1933.66,955,63000000.0,9600000.0,87425,1200000.0,740,19000000.0,4500000.0,83742,943026.0,66.4548,37.7175,72.7825,40.2599,29.93,44.3,48,Heilongjiang
642.0,哈尔滨市,黄山市,1,0,1899.02,955,63000000.0,9600000.0,87425,1200000.0,148,6100000.0,1900000.0,54102,186447.0,66.4548,37.7175,43.0508,22.9661,29.93,31.07,15,Heilongjiang
260.0,哈尔滨市,黄石市,1,0,2024.72,955,63000000.0,9600000.0,87425,1200000.0,271,15000000.0,2200000.0,31241,384682.0,66.4548,37.7175,67.2006,42.3164,29.93,58.7,27,Heilongjiang
1300000.0,哈尔滨市,黑河市,0,1,393.812,955,63000000.0,9600000.0,87425,1200000.0,161,4900000.0,2100000.0,5345,174911.0,66.4548,37.7175,44.1299,17.5395,29.93,30.49,44561,Heilongjiang
3200000.0,哈尔滨市,齐齐哈尔市,0,1,333.874,955,63000000.0,9600000.0,87425,1200000.0,534,13000000.0,4600000.0,9390,658345.0,66.4548,37.7175,54.3701,26.6243,29.93,28.65,99556,Heilongjiang
1207.0,唐山市,七台河市,1,0,1190.92,755,65000000.0,6600000.0,71110,1300000.0,79,2300000.0,882841.0,3204,78284.0,96.6271,59.6384,62.2401,29.4463,62.1,41.54,3,Hebei
3426.0,唐山市,三亚市,1,0,2540.99,755,65000000.0,6600000.0,71110,1300000.0,59,5300000.0,1300000.0,27590,200353.0,96.6271,59.6384,33.4492,14.1384,62.1,7.0,262,Hebei
39765.0,唐山市,三明市,1,0,1474.01,755,65000000.0,6600000.0,71110,1300000.0,288,21000000.0,2900000.0,46013,569187.0,96.6271,59.6384,43.4124,24.4633,62.1,54.36,3744,Hebei
32202.0,唐山市,上海市,1,0,965.032,755,65000000.0,6600000.0,71110,1300000.0,1455,310000000.0,75000000.0,3900000,8700000.0,96.6271,59.6384,62.9887,35.6328,62.1,30.46,5301,Hebei
1200000.0,唐山市,保定市,0,1,274.072,755,65000000.0,6600000.0,71110,1300000.0,1199,34000000.0,6600000.0,44738,1400000.0,96.6271,59.6384,105.446,65.774,62.1,49.05,42640,Hebei
5000000.0,唐山市,北京市,1,0,166.805,755,65000000.0,6600000.0,71110,1300000.0,1359,280000000.0,68000000.0,3600000,9600000.0,96.6271,59.6384,85.4887,49.5311,62.1,19.01,286546,Hebei
1968.0,唐山市,南昌市,1,0,1225.74,755,65000000.0,6600000.0,71110,1300000.0,525,50000000.0,6500000.0,217331,998001.0,96.6271,59.6384,58.3079,27.2175,62.1,50.04,138,Hebei
18620.0,唐山市,厦门市,1,0,1657.32,755,65000000.0,6600000.0,71110,1300000.0,231,44000000.0,8000000.0,237386,1200000.0,96.6271,59.6384,46.0085,23.2655,62.1,41.64,8857,Hebei
2741.0,唐山市,咸阳市,1,1,1009.6,755,65000000.0,6600000.0,71110,1300000.0,468,23000000.0,3500000.0,29145,656749.0,96.6271,59.6384,111.155,65.6638,62.1,71.34,178,Hebei
747414.0,唐山市,哈尔滨市,1,0,989.271,755,65000000.0,6600000.0,71110,1300000.0,955,63000000.0,9600000.0,87425,1200000.0,96.6271,59.6384,66.4548,37.7175,62.1,29.93,34665,Hebei
6700000.0,唐山市,天津市,1,0,94.3524,755,65000000.0,6600000.0,71110,1300000.0,1050,190000000.0,33000000.0,1200000,4400000.0,96.6271,59.6384,83.1412,49.3475,62.1,40.94,299035,Hebei
18394.0,唐山市,广州市,1,0,1864.49,755,65000000.0,6600000.0,71110,1300000.0,898,220000000.0,22000000.0,1700000,4000000.0,96.6271,59.6384,56.4887,33.387,62.1,27.97,2082,Hebei
1400000.0,唐山市,廊坊市,0,0,150.001,755,65000000.0,6600000.0,71110,1300000.0,474,29000000.0,5800000.0,66840,969083.0,96.6271,59.6384,87.226,50.9718,62.1,38.63,58383,Hebei
554372.0,唐山市,张家口市,0,1,298.419,755,65000000.0,6600000.0,71110,1300000.0,465,14000000.0,4700000.0,20821,799876.0,96.6271,59.6384,74.1695,30.9322,62.1,38.92,20370,Hebei
30627.0,唐山市,成都市,1,1,1616.17,755,65000000.0,6600000.0,71110,1300000.0,1435,140000000.0,18000000.0,532565,2500000.0,96.6271,59.6384,73.9153,46.9237,62.1,43.92,8494,Hebei
1700000.0,唐山市,承德市,0,1,187.251,755,65000000.0,6600000.0,71110,1300000.0,380,15000000.0,3400000.0,21410,663827.0,96.6271,59.6384,70.3164,31.2062,62.1,45.97,62216,Hebei
8388.0,唐山市,昆明市,1,0,2125.65,755,65000000.0,6600000.0,71110,1300000.0,563,49000000.0,7800000.0,168930,1200000.0,96.6271,59.6384,48.9322,26.6921,62.1,38.71,585,Hebei
76363.0,唐山市,朝阳市,1,0,237.337,755,65000000.0,6600000.0,71110,1300000.0,336,7600000.0,2300000.0,3797,375108.0,96.6271,59.6384,74.7062,38.3814,62.1,30.65,1581,Hebei
3113.0,唐山市,杭州市,1,0,1073.6,755,65000000.0,6600000.0,71110,1300000.0,754,130000000.0,15000000.0,923236,2800000.0,96.6271,59.6384,64.3814,37.3701,62.1,33.6,126,Hebei
6892.0,唐山市,武汉市,1,0,1050.5,755,65000000.0,6600000.0,71110,1300000.0,854,130000000.0,17000000.0,1100000,2700000.0,96.6271,59.6384,77.3192,46.7599,62.1,43.71,441,Hebei
767469.0,唐山市,沈阳市,1,0,467.291,755,65000000.0,6600000.0,71110,1300000.0,737,58000000.0,8600000.0,161669,1100000.0,96.6271,59.6384,69.8475,39.1638,62.1,39.2,33762,Hebei
963456.0,唐山市,沧州市,0,0,203.355,755,65000000.0,6600000.0,71110,1300000.0,778,36000000.0,5500000.0,46063,1200000.0,96.6271,59.6384,95.2994,57.952,62.1,50.01,32143,Hebei
3004.0,唐山市,海口市,1,0,2340.15,755,65000000.0,6600000.0,71110,1300000.0,171,14000000.0,2000000.0,10528,315243.0,96.6271,59.6384,36.3051,16.5056,62.1,18.14,296,Hebei
10208.0,唐山市,深圳市,1,0,1929.31,755,65000000.0,6600000.0,71110,1300000.0,435,220000000.0,46000000.0,3500000,5100000.0,96.6271,59.6384,46.1356,26.8757,62.1,41.44,409,Hebei
17419.0,唐山市,盘锦市,1,0,334.018,755,65000000.0,6600000.0,71110,1300000.0,130,11000000.0,1800000.0,9144,188687.0,96.6271,59.6384,68.9548,36.0932,62.1,47.38,462,Hebei
1700000.0,唐山市,石家庄市,0,1,368.818,755,65000000.0,6600000.0,71110,1300000.0,973,62000000.0,8100000.0,100610,1700000.0,96.6271,59.6384,109.048,69.0819,62.1,38.88,80620,Hebei
2869.0,唐山市,福州市,1,0,1502.05,755,65000000.0,6600000.0,71110,1300000.0,693,71000000.0,9400000.0,196765,1600000.0,96.6271,59.6384,50.065,23.0282,62.1,36.69,288,Hebei
4400000.0,唐山市,秦皇岛市,0,0,81.5139,755,65000000.0,6600000.0,71110,1300000.0,298,15000000.0,2600000.0,30410,508832.0,96.6271,59.6384,71.2542,37.4774,62.1,35.33,153843,Hebei
655458.0,唐山市,葫芦岛市,1,0,182.55,755,65000000.0,6600000.0,71110,1300000.0,277,7200000.0,2000000.0,2857,321034.0,96.6271,59.6384,75.3362,42.0395,62.1,47.79,5962,Hebei
332188.0,唐山市,衡水市,0,0,297.891,755,65000000.0,6600000.0,71110,1300000.0,454,15000000.0,3000000.0,31181,561044.0,96.6271,59.6384,97.5537,61.2288,62.1,48.02,5530,Hebei
17499.0,唐山市,西安市,1,0,1025.83,755,65000000.0,6600000.0,71110,1300000.0,906,75000000.0,10000000.0,452846,1300000.0,96.6271,59.6384,103.362,60.6695,62.1,35.15,530,Hebei
118300.0,唐山市,赤峰市,1,1,378.932,755,65000000.0,6600000.0,71110,1300000.0,460,14000000.0,4600000.0,12202,872383.0,96.6271,59.6384,64.3983,30.0198,62.1,37.95,2842,Hebei
128391.0,唐山市,邢台市,0,0,401.36,755,65000000.0,6600000.0,71110,1300000.0,790,21000000.0,4200000.0,24803,897944.0,96.6271,59.6384,113.082,68.6073,62.1,35.77,2759,Hebei
21855.0,唐山市,重庆市,1,0,1406.87,755,65000000.0,6600000.0,71110,1300000.0,3390,200000000.0,43000000.0,593077,6300000.0,96.6271,59.6384,61.4831,36.7401,62.1,44.0844,3685,Hebei
27931.0,唐山市,铁岭市,1,0,567.956,755,65000000.0,6600000.0,71110,1300000.0,294,5900000.0,1900000.0,7941,308854.0,96.6271,59.6384,70.9153,39.3051,62.1,32.64,8,Hebei
329105.0,唐山市,长春市,1,0,758.387,755,65000000.0,6600000.0,71110,1300000.0,749,65000000.0,8800000.0,136176,1200000.0,96.6271,59.6384,60.6497,32.3559,62.1,53.35,13527,Hebei
24711.0,唐山市,长沙市,1,0,1339.9,755,65000000.0,6600000.0,71110,1300000.0,709,100000000.0,12000000.0,293220,1800000.0,96.6271,59.6384,72.1497,44.8588,62.1,35.39,626,Hebei
1340.0,商丘市,三亚市,1,0,1911.95,987,22000000.0,4600000.0,54374,853929.0,59,5300000.0,1300000.0,27590,200353.0,100.054,61.1412,33.4492,14.1384,43.97,7.0,134,Henan
93216.0,商丘市,三门峡市,0,0,415.256,987,22000000.0,4600000.0,54374,853929.0,228,14000000.0,2100000.0,28723,424189.0,100.054,61.1412,98.7797,56.6864,43.97,45.02,22023,Henan
985905.0,商丘市,上海市,1,0,633.116,987,22000000.0,4600000.0,54374,853929.0,1455,310000000.0,75000000.0,3900000,8700000.0,100.054,61.1412,62.9887,35.6328,43.97,30.46,167998,Henan
1622.0,商丘市,东莞市,1,0,1281.28,987,22000000.0,4600000.0,54374,853929.0,211,76000000.0,6700000.0,339579,1500000.0,100.054,61.1412,56.9407,34.6554,43.97,48.3143,90,Henan
7460.0,商丘市,乌鲁木齐市,1,1,2538.8,987,22000000.0,4600000.0,54374,853929.0,223,27000000.0,4600000.0,100024,721454.0,100.054,61.1412,99.1017,55.5226,43.97,30.24,580,Henan
1500000.0,商丘市,亳州市,1,0,103.039,987,22000000.0,4600000.0,54374,853929.0,651,11000000.0,3300000.0,53655,585197.0,100.054,61.1412,92.7345,56.5226,43.97,18.25,131824,Henan
681706.0,商丘市,北京市,1,0,640.519,987,22000000.0,4600000.0,54374,853929.0,1359,280000000.0,68000000.0,3600000,9600000.0,100.054,61.1412,85.4887,49.5311,43.97,19.01,108826,Henan
256394.0,商丘市,南京市,1,0,388.287,987,22000000.0,4600000.0,54374,853929.0,681,120000000.0,14000000.0,672942,2200000.0,100.054,61.1412,74.9209,42.6525,43.97,38.0,52159,Henan
30148.0,商丘市,南通市,1,0,542.84,987,22000000.0,4600000.0,54374,853929.0,764,77000000.0,8100000.0,272407,1500000.0,100.054,61.1412,68.6554,41.0198,43.97,45.6,28221,Henan
1446.0,商丘市,厦门市,1,0,1096.41,987,22000000.0,4600000.0,54374,853929.0,231,44000000.0,8000000.0,237386,1200000.0,100.054,61.1412,46.0085,23.2655,43.97,41.64,156,Henan
479.0,商丘市,台州市,1,0,796.493,987,22000000.0,4600000.0,54374,853929.0,604,44000000.0,5600000.0,137217,1200000.0,100.054,61.1412,52.8079,28.2401,43.97,44.27,113,Henan
13853.0,商丘市,吉安市,1,0,813.516,987,22000000.0,4600000.0,54374,853929.0,536,16000000.0,4300000.0,86765,866115.0,100.054,61.1412,63.274,38.6497,43.97,44.99,13853,Henan
2900000.0,商丘市,周口市,0,0,96.8687,987,22000000.0,4600000.0,54374,853929.0,1258,25000000.0,5100000.0,33729,1000000.0,100.054,61.1412,100.667,58.3475,43.97,49.87,236925,Henan
537.0,商丘市,哈尔滨市,1,0,1583.75,987,22000000.0,4600000.0,54374,853929.0,955,63000000.0,9600000.0,87425,1200000.0,100.054,61.1412,66.4548,37.7175,43.97,29.93,82,Henan
18202.0,商丘市,天水市,1,1,898.99,987,22000000.0,4600000.0,54374,853929.0,371,6000000.0,2800000.0,12025,590652.0,100.054,61.1412,66.8559,35.0989,43.97,40.14,2114,Henan
66702.0,商丘市,宁波市,1,0,737.604,987,22000000.0,4600000.0,54374,853929.0,597,98000000.0,14000000.0,587880,2100000.0,100.054,61.1412,56.2994,31.7316,43.97,49.53,50629,Henan
31211.0,商丘市,安阳市,0,0,210.347,987,22000000.0,4600000.0,54374,853929.0,624,22000000.0,3200000.0,43210,695155.0,100.054,61.1412,114.124,72.3559,43.97,45.1,2827,Henan
1300000.0,商丘市,宿州市,1,0,145.08,987,22000000.0,4600000.0,54374,853929.0,656,15000000.0,3500000.0,39433,681240.0,100.054,61.1412,89.9661,56.887,43.97,38.42,141165,Henan
130313.0,商丘市,平顶山市,0,0,249.876,987,22000000.0,4600000.0,54374,853929.0,567,20000000.0,3200000.0,37436,607902.0,100.054,61.1412,102.023,64.2599,43.97,51.9,17171,Henan
15666.0,商丘市,广州市,1,0,1241.28,987,22000000.0,4600000.0,54374,853929.0,898,220000000.0,22000000.0,1700000,4000000.0,100.054,61.1412,56.4887,33.387,43.97,27.97,3278,Henan
2700000.0,商丘市,开封市,0,0,110.401,987,22000000.0,4600000.0,54374,853929.0,559,19000000.0,3300000.0,33187,567787.0,100.054,61.1412,107.845,64.6751,43.97,34.99,155748,Henan
897397.0,商丘市,徐州市,1,0,164.738,987,22000000.0,4600000.0,54374,853929.0,1039,66000000.0,8300000.0,215540,1700000.0,100.054,61.1412,101.548,65.2938,43.97,43.2,70879,Henan
9080.0,商丘市,成都市,1,1,1163.82,987,22000000.0,4600000.0,54374,853929.0,1435,140000000.0,18000000.0,532565,2500000.0,100.054,61.1412,73.9153,46.9237,43.97,43.92,675,Henan
563605.0,商丘市,新乡市,0,0,179.199,987,22000000.0,4600000.0,54374,853929.0,647,24000000.0,3700000.0,84934,696476.0,100.054,61.1412,100.24,60.4972,43.97,42.89,16916,Henan
57086.0,商丘市,无锡市,1,0,505.333,987,22000000.0,4600000.0,54374,853929.0,493,110000000.0,9900000.0,422110,1500000.0,100.054,61.1412,72.3559,42.1977,43.97,41.33,48052,Henan
8839.0,商丘市,昆明市,1,0,1583.54,987,22000000.0,4600000.0,54374,853929.0,563,49000000.0,7800000.0,168930,1200000.0,100.054,61.1412,48.9322,26.6921,43.97,38.71,844,Henan
134109.0,商丘市,杭州市,1,0,597.661,987,22000000.0,4600000.0,54374,853929.0,754,130000000.0,15000000.0,923236,2800000.0,100.054,61.1412,64.3814,37.3701,43.97,33.6,78434,Henan
2052.0,商丘市,河源市,1,0,1143.62,987,22000000.0,4600000.0,54374,853929.0,373,9500000.0,2800000.0,43028,584167.0,100.054,61.1412,48.7401,28.0085,43.97,54.72,1935,Henan
562422.0,商丘市,洛阳市,0,0,331.667,987,22000000.0,4600000.0,54374,853929.0,737,43000000.0,5500000.0,135537,986725.0,100.054,61.1412,99.565,59.7599,43.97,37.74,42727,Henan
15721.0,商丘市,济宁市,1,0,149.982,987,22000000.0,4600000.0,54374,853929.0,883,46000000.0,5700000.0,72089,1300000.0,100.054,61.1412,89.5989,49.7288,43.97,49.48,460,Henan
3960.0,商丘市,海口市,1,0,1710.95,987,22000000.0,4600000.0,54374,853929.0,171,14000000.0,2000000.0,10528,315243.0,100.054,61.1412,36.3051,16.5056,43.97,18.14,121,Henan
623201.0,商丘市,淮北市,1,0,113.022,987,22000000.0,4600000.0,54374,853929.0,217,9200000.0,1500000.0,15863,252501.0,100.054,61.1412,92.9802,57.4915,43.97,58.86,59219,Henan
13386.0,商丘市,深圳市,1,0,1311.06,987,22000000.0,4600000.0,54374,853929.0,435,220000000.0,46000000.0,3500000,5100000.0,100.054,61.1412,46.1356,26.8757,43.97,41.44,1052,Henan
26756.0,商丘市,滁州市,1,0,291.587,987,22000000.0,4600000.0,54374,853929.0,454,16000000.0,3800000.0,105515,620812.0,100.054,61.1412,81.2571,49.0621,43.97,65.72,22444,Henan
32980.0,商丘市,漯河市,0,0,177.494,987,22000000.0,4600000.0,54374,853929.0,267,12000000.0,1800000.0,13233,272150.0,100.054,61.1412,101.938,61.339,43.97,61.45,4517,Henan
34129.0,商丘市,濮阳市,0,0,169.394,987,22000000.0,4600000.0,54374,853929.0,432,16000000.0,2600000.0,23553,541287.0,100.054,61.1412,102.893,63.1977,43.97,45.47,3125,Henan
437360.0,商丘市,焦作市,0,0,247.494,987,22000000.0,4600000.0,54374,853929.0,371,23000000.0,2400000.0,35776,411955.0,100.054,61.1412,101.164,63.613,43.97,42.5,18239,Henan
544.0,商丘市,福州市,1,0,973.718,987,22000000.0,4600000.0,54374,853929.0,693,71000000.0,9400000.0,196765,1600000.0,100.054,61.1412,50.065,23.0282,43.97,36.69,90,Henan
1100000.0,商丘市,苏州市,1,0,558.239,987,22000000.0,4600000.0,54374,853929.0,691,170000000.0,18000000.0,1200000,3000000.0,100.054,61.1412,69.7853,40.8672,43.97,47.3,212457,Henan
1900000.0,商丘市,菏泽市,1,0,93.8291,987,22000000.0,4600000.0,54374,853929.0,1019,28000000.0,5100000.0,22065,1000000.0,100.054,61.1412,102.814,58.9605,43.97,48.59,116017,Henan
464696.0,商丘市,西安市,1,0,625.88,987,22000000.0,4600000.0,54374,853929.0,906,75000000.0,10000000.0,452846,1300000.0,100.054,61.1412,103.362,60.6695,43.97,35.15,38726,Henan
74284.0,商丘市,许昌市,0,0,181.717,987,22000000.0,4600000.0,54374,853929.0,508,26000000.0,2900000.0,50219,568740.0,100.054,61.1412,105.181,63.0141,43.97,56.05,10491,Henan
2975.0,商丘市,贵阳市,1,0,1190.23,987,22000000.0,4600000.0,54374,853929.0,408,35000000.0,5800000.0,166542,1000000.0,100.054,61.1412,51.3927,30.4576,43.97,35.2,429,Henan
31291.0,商丘市,连云港市,1,0,312.012,987,22000000.0,4600000.0,54374,853929.0,533,26000000.0,3900000.0,88065,757669.0,100.054,61.1412,63.1017,36.3785,43.97,44.4,8021,Henan
7000000.0,商丘市,郑州市,0,0,204.118,987,22000000.0,4600000.0,54374,853929.0,842,92000000.0,15000000.0,339602,1800000.0,100.054,61.1412,106.785,64.0283,43.97,39.33,498759,Henan
5477.0,商丘市,重庆市,1,0,865.827,987,22000000.0,4600000.0,54374,853929.0,3390,200000000.0,43000000.0,593077,6300000.0,100.054,61.1412,61.4831,36.7401,43.97,44.0844,567,Henan
16521.0,商丘市,金华市,1,0,695.885,987,22000000.0,4600000.0,54374,853929.0,486,38000000.0,5400000.0,186460,1100000.0,100.054,61.1412,58.1412,33.3249,43.97,35.7,16385,Henan
107782.0,商丘市,阜阳市,1,0,149.938,987,22000000.0,4600000.0,54374,853929.0,1070,16000000.0,5200000.0,54318,990501.0,100.054,61.1412,86.2034,53.4689,43.97,35.23,40750,Henan
106741.0,商丘市,驻马店市,0,0,205.613,987,22000000.0,4600000.0,54374,853929.0,961,22000000.0,4800000.0,56795,925915.0,100.054,61.1412,96.5706,58.9859,43.97,46.95,12814,Henan
22859.0,商丘市,鹤壁市,0,0,199.393,987,22000000.0,4600000.0,54374,853929.0,170,8300000.0,1200000.0,16940,195880.0,100.054,61.1412,96.4294,54.726,43.97,61.3,1166,Henan
864.0,商洛市,三亚市,1,0,1733.75,253,7600000.0,2100000.0,7257,381520.0,59,5300000.0,1300000.0,27590,200353.0,64.7119,35.1638,33.4492,14.1384,43.3,7.0,12,Shaanxi
66256.0,商洛市,三门峡市,1,0,134.349,253,7600000.0,2100000.0,7257,381520.0,228,14000000.0,2100000.0,28723,424189.0,64.7119,35.1638,98.7797,56.6864,43.3,45.02,4405,Shaanxi
4536.0,商洛市,上海市,1,0,1109.67,253,7600000.0,2100000.0,7257,381520.0,1455,310000000.0,75000000.0,3900000,8700000.0,64.7119,35.1638,62.9887,35.6328,43.3,30.46,405,Shaanxi
424.0,商洛市,东莞市,1,0,1261.26,253,7600000.0,2100000.0,7257,381520.0,211,76000000.0,6700000.0,339579,1500000.0,64.7119,35.1638,56.9407,34.6554,43.3,48.3143,53,Shaanxi
2294.0,商洛市,乌鲁木齐市,1,1,2150.86,253,7600000.0,2100000.0,7257,381520.0,223,27000000.0,4600000.0,100024,721454.0,64.7119,35.1638,99.1017,55.5226,43.3,30.24,55,Shaanxi
37206.0,商洛市,信阳市,1,0,491.562,253,7600000.0,2100000.0,7257,381520.0,911,22000000.0,4500000.0,22204,1000000.0,64.7119,35.1638,86.9124,52.3305,43.3,44.66,11218,Shaanxi
33239.0,商洛市,兰州市,1,1,632.962,253,7600000.0,2100000.0,7257,381520.0,326,25000000.0,4300000.0,67851,803250.0,64.7119,35.1638,88.1243,42.8729,43.3,32.59,1875,Shaanxi
19454.0,商洛市,北京市,1,0,905.291,253,7600000.0,2100000.0,7257,381520.0,1359,280000000.0,68000000.0,3600000,9600000.0,64.7119,35.1638,85.4887,49.5311,43.3,19.01,13568,Shaanxi
148966.0,商洛市,十堰市,1,0,139.624,253,7600000.0,2100000.0,7257,381520.0,346,16000000.0,3400000.0,42705,548306.0,64.7119,35.1638,66.3249,38.4831,43.3,60.1,10438,Shaanxi
2953.0,商洛市,南京市,1,0,848.495,253,7600000.0,2100000.0,7257,381520.0,681,120000000.0,14000000.0,672942,2200000.0,64.7119,35.1638,74.9209,42.6525,43.3,38.0,799,Shaanxi
437.0,商洛市,南宁市,1,0,1193.06,253,7600000.0,2100000.0,7257,381520.0,757,41000000.0,6500000.0,64433,1200000.0,64.7119,35.1638,53.5904,32.3136,43.3,40.15,6,Shaanxi
463110.0,商洛市,南阳市,1,0,228.44,253,7600000.0,2100000.0,7257,381520.0,1200,33000000.0,5800000.0,83424,1200000.0,64.7119,35.1638,96.3785,58.8192,43.3,33.79,29713,Shaanxi
232.0,商洛市,厦门市,1,0,1282.17,253,7600000.0,2100000.0,7257,381520.0,231,44000000.0,8000000.0,237386,1200000.0,64.7119,35.1638,46.0085,23.2655,43.3,41.64,21,Shaanxi
8122.0,商洛市,合肥市,1,0,720.873,253,7600000.0,2100000.0,7257,381520.0,743,70000000.0,9700000.0,695921,1400000.0,64.7119,35.1638,77.4604,46.935,43.3,47.33,5594,Shaanxi
477923.0,商洛市,咸阳市,0,1,184.672,253,7600000.0,2100000.0,7257,381520.0,468,23000000.0,3500000.0,29145,656749.0,64.7119,35.1638,111.155,65.6638,43.3,71.34,26036,Shaanxi
6603.0,商洛市,天津市,1,0,891.873,253,7600000.0,2100000.0,7257,381520.0,1050,190000000.0,33000000.0,1200000,4400000.0,64.7119,35.1638,83.1412,49.3475,43.3,40.94,100,Shaanxi
338343.0,商洛市,安康市,0,0,132.421,253,7600000.0,2100000.0,7257,381520.0,305,9700000.0,2700000.0,12862,605572.0,64.7119,35.1638,61.3051,35.3051,43.3,43.51,15019,Shaanxi
159081.0,商洛市,宝鸡市,0,1,257.991,253,7600000.0,2100000.0,7257,381520.0,381,22000000.0,3000000.0,42777,598546.0,64.7119,35.1638,86.6045,50.0847,43.3,66.26,3181,Shaanxi
1063.0,商洛市,平凉市,1,1,344.61,253,7600000.0,2100000.0,7257,381520.0,234,3500000.0,1900000.0,5355,382906.0,64.7119,35.1638,71.983,35.8785,43.3,23.72,81,Shaanxi
3784.0,商洛市,广州市,1,0,1207.47,253,7600000.0,2100000.0,7257,381520.0,898,220000000.0,22000000.0,1700000,4000000.0,64.7119,35.1638,56.4887,33.387,43.3,27.97,292,Shaanxi
62114.0,商洛市,延安市,0,1,307.847,253,7600000.0,2100000.0,7257,381520.0,238,13000000.0,3500000.0,21197,532299.0,64.7119,35.1638,73.404,35.3559,43.3,43.17,2026,Shaanxi
81.0,商洛市,无锡市,1,0,972.353,253,7600000.0,2100000.0,7257,381520.0,493,110000000.0,9900000.0,422110,1500000.0,64.7119,35.1638,72.3559,42.1977,43.3,41.33,20,Shaanxi
1827.0,商洛市,昆明市,1,0,1143.9,253,7600000.0,2100000.0,7257,381520.0,563,49000000.0,7800000.0,168930,1200000.0,64.7119,35.1638,48.9322,26.6921,43.3,38.71,245,Shaanxi
1873.0,商洛市,杭州市,1,0,988.798,253,7600000.0,2100000.0,7257,381520.0,754,130000000.0,15000000.0,923236,2800000.0,64.7119,35.1638,64.3814,37.3701,43.3,33.6,128,Shaanxi
29289.0,商洛市,榆林市,0,1,477.368,253,7600000.0,2100000.0,7257,381520.0,385,34000000.0,5600000.0,60697,1000000.0,64.7119,35.1638,77.3588,34.6554,43.3,58.87,119,Shaanxi
60524.0,商洛市,武汉市,1,0,531.711,253,7600000.0,2100000.0,7257,381520.0,854,130000000.0,17000000.0,1100000,2700000.0,64.7119,35.1638,77.3192,46.7599,43.3,43.71,6804,Shaanxi
8718.0,商洛市,汉中市,0,1,263.875,253,7600000.0,2100000.0,7257,381520.0,382,13000000.0,3100000.0,18202,602428.0,64.7119,35.1638,72.1412,44.322,43.3,50.42,179,Shaanxi
204.0,商洛市,沈阳市,1,0,1451.26,253,7600000.0,2100000.0,7257,381520.0,737,58000000.0,8600000.0,161669,1100000.0,64.7119,35.1638,69.8475,39.1638,43.3,39.2,8,Shaanxi
154.0,商洛市,济南市,1,0,729.256,253,7600000.0,2100000.0,7257,381520.0,644,72000000.0,8300000.0,128982,1400000.0,64.7119,35.1638,97.5678,52.6412,43.3,33.83,7,Shaanxi
121.0,商洛市,海口市,1,0,1557.87,253,7600000.0,2100000.0,7257,381520.0,171,14000000.0,2000000.0,10528,315243.0,64.7119,35.1638,36.3051,16.5056,43.3,18.14,10,Shaanxi
5660.0,商洛市,深圳市,1,0,1301.33,253,7600000.0,2100000.0,7257,381520.0,435,220000000.0,46000000.0,3500000,5100000.0,64.7119,35.1638,46.1356,26.8757,43.3,41.44,698,Shaanxi
192.0,商洛市,温州市,1,0,1190.32,253,7600000.0,2100000.0,7257,381520.0,825,54000000.0,7600000.0,157623,1800000.0,64.7119,35.1638,54.6158,29.8418,43.3,40.44,18,Shaanxi
430500.0,商洛市,渭南市,0,1,141.951,253,7600000.0,2100000.0,7257,381520.0,556,17000000.0,4100000.0,28062,783674.0,64.7119,35.1638,104.633,57.1299,43.3,46.02,25125,Shaanxi
193.0,商洛市,福州市,1,0,1232.05,253,7600000.0,2100000.0,7257,381520.0,693,71000000.0,9400000.0,196765,1600000.0,64.7119,35.1638,50.065,23.0282,43.3,36.69,17,Shaanxi
1054.0,商洛市,苏州市,1,0,1029.26,253,7600000.0,2100000.0,7257,381520.0,691,170000000.0,18000000.0,1200000,3000000.0,64.7119,35.1638,69.7853,40.8672,43.3,47.3,131,Shaanxi
15679.0,商洛市,襄阳市,1,0,266.222,253,7600000.0,2100000.0,7257,381520.0,592,41000000.0,6400000.0,229986,859093.0,64.7119,35.1638,94.0396,59.8729,43.3,54.17,795,Shaanxi
12872.0,商洛市,西宁市,1,1,829.563,253,7600000.0,2100000.0,7257,381520.0,206,13000000.0,2900000.0,15715,465621.0,64.7119,35.1638,80.6328,41.2232,43.3,37.4,1734,Shaanxi
5500000.0,商洛市,西安市,0,0,112.772,253,7600000.0,2100000.0,7257,381520.0,906,75000000.0,10000000.0,452846,1300000.0,64.7119,35.1638,103.362,60.6695,43.3,35.15,419936,Shaanxi
494.0,商洛市,贵阳市,1,0,814.0,253,7600000.0,2100000.0,7257,381520.0,408,35000000.0,5800000.0,166542,1000000.0,64.7119,35.1638,51.3927,30.4576,43.3,35.2,38,Shaanxi
